Course Prefix,Course Number,Statewide Course Title,H.S. Credit,H.S. Grad Code,GE Core Subject Area
AMT,0701,Aviation Maintenance Technology General I (120 hours),0.5,CT,
AMT,0702,Aviation Maintenance Technology General II (120 hours),0.5,CT,
AMT,0703,Aviation Maintenance Technology General III (120 hours),0.5,CT,
AMT,0704,Aviation Maintenance Technology General IV (120 hours),0.5,CT,
AMT,0705,Aviation Maintenance General Technician (450 Clock hours),3,CT,
AMT,0708,Aviation Maintenance Technology General 1 (224 hours),1.5,CT,
AMT,0709,Aviation Maintenance Technology General 2 (224 hours),1.5,CT,
AMT,0710,Aviation Maintenance Technician with FAA Airframe (1 of 2) OCP B (480 hours),3,CT,
AMT,0711,Aviation Maintenance Technician with FAA Airframe (2 of 2) OCP B (480 hours),3,CT,
AMT,0712,Aviation Maintenance Technology Airframe I (PSAV),1.5,CT,
AMT,0713,Aviation Maintenance Technology Airframe II (PSAV),1.5,CT,
AMT,0714,Aviation Maintenance Technology Airframe III (PSAV),1.5,CT,
AMT,0717,Aviation Maintenance Technology Airframe IV (PSAV),1.5,CT,
AMT,0720,Aviation Maintenance Technician with FAA Power Plant Rating (1 of 2) OCP B (480 hours),3,CT,
AMT,0721,Aviation Maintenance Technician with FAA Power Plant Rating (2 of 2) OCP B (480 hours),3,CT,
AMT,0765,Aviation Maintenance Airframe Technician 1 (450 hours),3,CT,
AMT,0766,Aviation Maintenance Airframe Technician 2 (450 hours),3,CT,
AMT,0775,Aviation Maintenance Powerplant Technician 1 (450 hours),3,CT,
AMT,0776,Aviation Maintenance Powerplant Technician 2 (450 hours),3,CT,
AMT,0821,Aviation Maintenance Technology Powerplant I (1 of 4),1.5,CT,
AMT,0822,Aviation Maintenance Technology Powerplant II (2 of 4),1.5,CT,
AMT,0823,Aviation Maintenance Technology Powerplant III (3 of 4),1.5,CT,
AMT,0824,Aviation Maintenance Technology Powerplant IV (4 of 4),1.5,CT,
AMT,0940,Internships/Practicums/Clinical Practice,0.5,CT,
AMT,0040C,Materials and Processes (PSAV),0.5,CT,
AMT,0091C,Basic Electricity (PSAV),0.5,CT,
AMT,0200C,Landing Gear Systems (PSAV),0.5,CT,
AMT,0210C,Hydraulic & Pneumatic Systems (PSAV),0.5,CT,
AMT,0260C,Electrical Systems (PSAV),0.5,CT,
AMT,0300C,Aircraft Powerplants-Reciprocating (PSAV),1,CT,
AMT,0310C,Aircraft Powerplants- Turbines (PSAV),0.5,CT,
AMT,0440C,Ignition Systems (PSAV),0.5,CT,
AMT,0490C,Propellers & Propeller Systems (PSAV),0.5,CT,
AMT,0700C,Aviation General Maintenance Technician Helper OCP A (480 hours),3,CT,
AMT,0710C,Aviation Maintenance Technician with FAA Airframe (1 of 2) OCP B (480 hours),3,CT,
AMT,0711C,Aviation Maintenance Technician with FAA Airframe (2 of 2) OCP B (480 hours),3,CT,
AMT,0720C,Aviation Maintenance Technician with FAA Power Plant Rating (2 of 2) OCP B (480 hours),3,CT,
AMT,0721C,Aviation Maintenance Technician with FAA Power Plant Rating (2 of 2) OCP B (480 hours),3,CT,
AMT,X765,Aviation Maintenance Airframe Technician 1,3,CT,
APA,X111,Manual Bookkeeping I,0.5,CT,
APA,X111C,Manual Bookkeeping I,0.5,CT,
ARC,X126,Architectural Drafting (L),0.5,CT,
ARC,X126C,Architectural Drafting (L),0.5,CT,
ARC,X301,Design I (L),0.5,CT,
ARC,X301C,Design I (L),0.5,CT,
ARC,X461,Materials & Methods,0.5,CT,
ARR,0001,Intro to Automotive Body Repair,0,CT,
ARR,0020,Auto Collision Estimator OCP C (100 hours),0.5,CT,
ARR,0021,"Damage Analysis, Estimating and Customer Care",0.5,CT,
ARR,0022,Damage Analysis and Estimating (75 hours),0.5,CT,
ARR,0112,"Automotive Collision, Welding, Cutting and Joining (75 hours)",0.5,CT,
ARR,0127,Automotive Refinishing OCP A (325 hours),2,CT,
ARR,0140,Automotive Collision Repair and Refinishing Helper/Assistant (150 hours),1,CT,
ARR,0141,Automotive Collision Refinishing Technician (450 hours),3,CT,
ARR,0210,Paint and Body Repair OCP A (250 hours),1.5,CT,
ARR,0213,Paint and Body Helper OCP A (250 hours),1.5,CT,
ARR,0240,Automotive Body Repairer OCP B (325 hours),2,CT,
ARR,0290,Structural Analysis and Damage Repair (PSAV),0.5,CT,
ARR,0295,Structural Damage Repair Technician (350 hours),2,CT,
ARR,0312,Non-Structural Damage Repair Technician (300 hours),2,CT,
ARR,0313,Frame and Body Repairman OCP C (150 hours),1,CT,
ARR,0374,Mechanical and Electric Repair,0.5,CT,
ARR,0411,Basic Auto Painting,0.5,CT,
ARR,0940,Internships/Practicums/Clinical Practice,0.5,CT,
ARR,0941,Internships/Practicums/Clinical Practice,0.5,CT,
ARR,0001L,Intro to Automotive Body Repair,1,CT,
ARR,0005C,Introduction to Collision Repair & Refinishing,0.5,CT,
ARR,0006C,Fundamentals of Collision Repair & Refinishing,0.5,CT,
ARR,0100L,Painting Techniques,1,CT,
ARR,0110L,Welding,1,CT,
ARR,0120L,Automotive Refinishing (PSAV),0.5,CT,
ARR,0121C,Auto Body Refinishing (PSAV),0.5,CT,
ARR,0122C,Auto Body Refinishing (Cont.) (PSAV),0.5,CT,
ARR,0123C,Automotive Refinishing- Advanced (PSAV),0.5,CT,
ARR,0210L,Paint and Body Repair OCP A (250 hours),0.5,CT,
ARR,0213L,Paint and Body Helper OCP A (250 hours),0.5,CT,
ARR,0241C,Automotive Body Repair,0.5,CT,
ARR,0242C,Automotive Body Repair Intermediate,0.5,CT,
ARR,0243C,Automotive Body Repair- Advanced,0.5,CT,
ARR,0244C,Collision Repair IV,0.5,CT,
ARR,0292L,Auto Body Repair (Cont.) (PSAV),1,CT,
ARR,0310C,Outer Body Panels,0.5,CT,
ARR,0310L,Outer Body Panels,1,CT,
ARR,0311C,Non-Structural Repairs II,0.5,CT,
ARR,0330L,Unibody Vehicles,1,CT,
ARR,0381C,Introduction to Unibody and Trim,0.5,CT,
ARR,0382C,Unibody and Frame II,0.5,CT,
ARR,0414C,Automotive Refinishing II,0.5,CT,
ASC,X010,History of Aviation,0.5,CT,
ASC,X100,Navigation (1 of 2),0.5,CT,
ASC,X110,Navigation (2 of 2),0.5,CT,
ASC,X210,Aviation Meteorology,0.5,CT,
ASC,X310,Federal Aviation Regulations,0.5,CT,
ASC,X320,Aviation Laws & Regulations,0.5,CT,
ASC,X470,Physiology/Psychology of Flight,0.5,CT,
ASC,X473,Human Factors and Resource Management,0.5,CT,
ASC,X550,Aerodynamics,0.5,CT,
ASC,X560,Unmanned Aerial Vehicles and Systems (L),0.5,CT,
ASC,0562,Unmanned Aircraft Systems Operation and Cross Country Data Entry,0.5,CT,
ASC,X560C,Unmanned Aerial Vehicles and Systems (L),0.5,CT,
ASC,X600C,Maintenance for Pilots,0.5,CT,
ASC,X610,Aircraft Engines and Systems,0.5,CT,
ASC,X640,Combined Reciprocating & Turbojet Theory,0.5,CT,
ASC,X670,Large Aircraft Systems,0.5,CT,
ASC,X870,Aviation Safety,0.5,CT,
ASC,X949,Internships/Practicums/Clinical Practice,0.5,CT,
ASC,X949C,Internships/Practicums/Clinical Practice,0.5,CT,
ASC,1000,Principles of Aeronautical Science (L),0.5,CT,
ASC,2561,Unmanned Aerial Systems Operations (L),0.5,CT,
ASC,2562,Unmanned Aircraft Systems Operation and Cross Country Data Entry,0.5,CT,
ASC,2564,UAS Security,0.5,CT,
ATE,0006,Veterinary Assistants & Laboratory Animal Caretakers 1 OCP A (450 hours),3,CT,
ATE,0070,Veterinary Assistants & Laboratory Animal Caretakers 2 OCP B (150 hours),1,CT,
ATE,0072,Veterinary Assistant OCP C (150 hours),1,CT,
ATE,X110,Animal Anatomy,0.5,CT,
ATE,X211,Animal Physiology,0.5,CT,
ATE,X311,Veterinary Financial Accounting,0.5,CT,
ATE,X611,Animal Medicine I,0.5,CT,
ATE,X612,Animal Medicine II,0.5,CT,
ATE,X613,Introduction to Veterinary Technology,0.5,CT,
ATE,X614,Animal Medicine 2,0.5,CT,
ATE,X618,Small Animal Diseases,0.5,CT,
ATE,X631,Animal Nursing I,0.5,CT,
ATE,X632,Veterinary Surgical Nursing,0.5,CT,
ATE,X634,Animal Nursing II,0.5,CT,
ATE,X635,Animal Nursing,0.5,CT,
ATE,X638,Animal Laboratory Procedures I,0.5,CT,
ATE,X639,Animal Laboratory Procedures II,0.5,CT,
ATE,X648,Veterinary Radiology for Technicians,0.5,CT,
ATE,X648L,Veterinary Radiology for Technicians,0.5,CT,
ATE,X650C,Introduction to Clinical Practice,0.5,CT,
ATE,X654,Intro to Anesthesia & Radiology Lab,0.5,CT,
ATF,X100,Private Pilot Flight (2-3 hours) (L),0.5,CT,
ATF,X103,Private Pilot Operations (L) (5 hours),0.5,CT,
ATF,X204,Commercial Flight II,0.5,CT,
ATF,X205,Commercial Flight III,0.5,CT,
ATF,X210,Commercial Pilot: Flight II,0.5,CT,
ATF,X305,Instrument Pilot Flight,0.5,CT,
ATF,X501,Flight Instructor- Flight Training,0.5,CT,
ATT,X100,Private Pilot Flight Theory,0.5,CT,
ATT,X101,Private Pilot Applications (L),0.5,CT,
ATT,X110,Commercial Pilot Flight Theory,0.5,CT,
ATT,X120,Instrument Pilot Flight Theory,0.5,CT,
ATT,X130,Fundamentals of Aviation Instruction,0.5,CT,
ATT,X131,Certified Flight Instructor Ground School,0.5,CT,
ATT,X640,Advanced Aircraft Operations,0.5,CT,
ATT,X660,Regional Airport Operations,0.5,CT,
ATT,X810,Air Traffic Controller,0.5,CT,
ATT,X820,Air Traffic Control,0.5,CT,
ATT,X821,ATC Radar Procedures,0.5,CT,
ATT,X821C,ATC Radar Procedures,0.5,CT,
ATT,X822,VFR Tower Operations,0.5,CT,
ATT,X822C,VFR Tower Operations,0.5,CT,
ATT,X823,Air Traffic Control ATC Non-Radar,0.5,CT,
ATT,X824,ATC Enroute Operations with Lab (L),0.5,CT,
ATT,X824C,ATC Enroute Operations with Lab (L),0.5,CT,
AVM,X010,Aviation Management,0.5,CT,
AVM,X022,Flight Operations,0.5,CT,
AVM,X120,Air Cargo,0.5,CT,
AVM,X410,Airport Management,0.5,CT,
AVM,X431,Customer Service Agent,0.5,CT,
AVM,X440,Airport and Airline Security,0.5,CT,
AVM,X441,Aviation Safety & Human Factors,0.5,CT,
AVM,X475,Aviation Maintenance Management (U),0.5,CT,
AVM,X510,Air Carrier Management,0.5,CT,
AVM,X515,Airline Marketing,0.5,CT,
AVS,0090,Avionics Technical Publications Technician OCP A (180 hours),1,CT,
AVS,0091,Avionics Installer OCP B (180 hours),1,CT,
AVS,0092,Avionics Communications System Technician OCP C (180 hours),1,CT,
AVS,0093,Avionics Technician OCP D (180 hours),1,CT,
AVS,0095,Basic Electronics Troubleshooter (275 hours),1,CT,
AVS,0680,Basic Electronics Wiring Installer/Technician (150 hours),1,CT,
AVS,0681,Electrical Systems Technician (150 hours),1,CT,
AVS,0682,Analog Circuits Technician (150 hours),1,CT,
AVS,0683,Aircraft Electronics Technician (150 hours),1,CT,
AVS,0684,Avionics Installer/Technician (300 hours),2,CT,
AVS,0685,Advanced Avionics Installer/Technician (300 hours),2,CT,
AVS,0090C,Avionics Technical Publications Technician OCP A (180 hours),1,CT,
AVS,0091C,Avionics Installer OCP B (180 hours),1,CT,
AVS,0092C,Avionics Communications System Technician OCP C (180 hours),1,CT,
AVS,0093C,Avionics Technician OCP D (180 hours),1,CT,
BCN,X221,"Construction Methods- Timber, Steel, Concrete",0.5,CT,
BCN,X221C,"Construction Methods- Timber, Steel, Concrete",0.5,CT,
BCN,X230,Construction Materials and Methods (L),0.5,CT,
BCN,X231,Materials & Methods of Construction II,0.5,CT,
BCN,X251,BLDG Construction Drawing I,0.5,CT,
BCN,X251C,BLDG Construction Drawing I,0.5,CT,
BCN,X940,Internships/Practicums/Clinical Practice,0.5,CT,
BCT,X731,Project Management Simulation (L),0.5,CT,
BCT,X760,Codes,0.5,CT,
BCT,X763,Workman’s Comp & Safety,0.5,CT,
BCT,X770,Construction Estimating I,0.5,CT,
BCT,X770C,Construction Estimating I,0.5,CT,
BCV,0111,Trim and Finish Carpenter OCP B (300 hours),2,CT,
BCV,0112,Introduction to Carpentry (150 hours),1,CT,
BCV,122,Carpenter Rough (450 hours),3,CT,
BCV,123,Foundations and Forms (150 hours),1,CT,
BCV,125,Finish Trim Carpentry (450 hours),3,CT,
BCV,128,Carpenter OCP B (150 hours),1,CT,
BCV,200,Cabinet Maker Helper 300 hours,2,CT,
BCV,235,Cabinet Finisher OCP B (150 hours),1,CT,
BCV,240,Cabinet Assembler OCP C (300 hours),2,CT,
BCV,243,CabinetMaker OCP D (450 hours),3,CT,
BCV,330,Masonry Tender OCP A (450 hours),3,CT,
BCV,360,Bricklayer Helper OCP B (300 hours),2,CT,
BCV,362,Brickmason (1 of 2) OCP C (450 hours),3,CT,
BCV,363,Brickmason (2 of 2) OCP C (450 hours),3,CT,
BCV,400,Building Construction Helper OCP A (450 hours),3,CT,
BCV,401,Building Construction Technician (1 of 2) OCP B (300 hours),2,CT,
BCV,402,Building Construction Technician (2 of 2) OCP B (300 hours),2,CT,
BCV,508,"Helper, Plumber, Pipefitter OCP A (360 hours)",2,CT,
BCV,540,Residential Plumber OCP B (240 hours),2,CT,
BCV,562,Commercial Plumber OCP C (240 hours),2,CT,
BCV,568,Industrial Pipefitter Helper I OCP A (300 hours),2,CT,
BCV,569,Industrial Pipefitter OCP B (300 hours),2,CT,
BCV,0592,Plumber OCP D (120 hours),1,CT,
BCV,0596,Plumbing Applications,1.5,CT,
BCV,0603,Electrician Helper OCP A (300 hours),2,CT,
BCV,0640,Residential Electrician OCP B (450 hours),3,CT,
BCV,0652,Commercial Electrician OCP C (450 hours),3,CT,
BCV,0667,Industrial Electrician OCP D (300 hours),2,CT,
BCV,0003C,Introductory Craft Skills,1,CT,
BCV,0593C,Intermediate Plumbing Level 2,0.5,CT,
BCV,0594C,Introduction to Plumbing Level 4,0.5,CT,
BCV,0595C,Intermediate Plumbing Level 4,0.5,CT,
BCV,117C,Introduction to Carpentry,1.5,CT,
BCV,120C,Carpentry Framing and Finishing,1,CT,
BCV,121C,Rigging and Concrete,1,CT,
BCV,123C,Foundations and Forms,1,CT,
BCV,124C,Advanced Carpentry,1,CT,
BCV,501C,Plumbing Concepts 90 hours,0.5,CT,
BCV,508C,"Helper, Plumber, Pipefitter OCP A (360 hours)",2,CT,
BCV,523C,"Fixtures, Valves and Faucets- (120 hours)",0.5,CT,
BCV,524C,Intermediate Plumbing Level 2,0.5,CT,
BCV,540C,Residential Plumber OCP B (240 hours),1.5,CT,
BCV,562C,Commercial Plumber OCP C (240 hours),1.5,CT,
BCV,570C,Water Supply/Potable Water Systems- 4.0,0.5,CT,
BCV,X080,Building Construction Assistant,3,CT,
BCV,X080L,Building Construction Assistant,1.5,CT,
BCV,X081,Carpentry and Masonry Technician OCP B (150 hours),1,CT,
BCV,X081L,Carpentry and Masonry Technician OCP B (150 hours),1,CT,
BCV,X082,Electrical and Plumbing Technician OCP C (150 hours),1,CT,
BCV,X082C,Electrical and Plumbing Technician OCP C (150 hours),1,CT,
BCV,X083,A/C and Painting Technician OCP D (150 hours),1,CT,
BCV,X107,Carpenter Helper OCP A (300 hours),2,CT,
BSC,X020,Human Biology,0.5,CT,
BSC,X020/L,Human Biology (Lecture and Lab),1,CT,
BSC,X020C,Human Biology (Lecture and Lab Combination),1,CT,
BUL,X131,Basic Legal Environment,0.5,CT,
BUL,X241,Traditional Business Law,0.5,CT,
BUL,X242,Traditional Business Law (Cot.),0.5,CT,
CAP,X134,Database Security,0.5,CT,
CAP,X134C,Database Security,0.5,CT,
CAP,X140,Data Forensics I,0.5,CT,
CAP,X140C,Data Forensics I,0.5,CT,
CAP,X141,Data Forensics II- Advanced,0.5,CT,
CAP,X141C,Data Forensics II- Advanced,0.5,CT,
CCJ,X020,Introduction to Criminal Justice,0.5,CT,
CCJ,X347,Organized Crime,0.5,CT,
CCJ,X500,Juvenile Delinquency,0.5,CT,
CET,X020C,Introduction to Networks,0.5,CT,
CET,X025C,Scaling Networks,0.5,CT,
CET,X026C,Connecting Networks,0.5,CT,
CET,X112C,"Digital Fundamentals (Digital Codes, Logic Circuit, Boolean Alg)",0.5,CT,
CET,X113C,"Digital Fundamentals (Registers, Counters, Timers) (L)",0.5,CT,
CET,X114,Digital Fundamentals (One Course) (L),0.5,CT,
CET,X114C,Digital Fundamentals (One Course) (L),0.5,CT,
CET,X117C,Digital/Microprocessors I (L),0.5,CT,
CET,X123,Microprocessors Fundamentals (L),0.5,CT,
CET,X123C,Microprocessors Fundamentals (L),0.5,CT,
CET,X134C,Micropro Elect II (U),0.5,CT,
CET,X136C,Logic Devices Programming (U),0.5,CT,
CET,X171,Microcomputer Hardware (L),0.5,CT,
CET,X171C,Microcomputer Hardware (L),0.5,CT,
CET,X172,Repair of Computer Hardware (L),0.5,CT,
CET,X172C,Repair of Computer Hardware (L),0.5,CT,
CET,X174,Advanced PC Diagnostics and Maintenance (L),0.5,CT,
CET,X174C,Advanced PC Diagnostics and Maintenance (L),0.5,CT,
CET,X178,A+ Hardware Certification (L),0.5,CT,
CET,X178C,A+ Hardware Certification (L),0.5,CT,
CET,X179,A+ Software Preparation (L),0.5,CT,
CET,X179C,A+ Software Preparation (L),0.5,CT,
CET,X180,Advanced A+ Hardware and Software (L),0.5,CT,
CET,X182C,PC Hardware A+ (Equivalent to VET 2178) (L),0.5,CT,
CET,X278,A+ Fundamentals,0.5,CT,
CET,X335C,Total Microcomputer Systems (L),1,CT,
CET,X486C,Local Area Network (L),0.5,CT,
CET,X544,Computer Virtualization Technology (L),0.5,CT,
CET,X544C,Computer Virtualization Technology (L),0.5,CT,
CET,X556C,Structured Cabling Systems (L),0.5,CT,
CET,X588,Network Plus (L),0.5,CT,
CET,X588C,Network Plus (L),0.5,CT,
CET,X600,Networking Hardware (L),0.5,CT,
CET,X600C,Networking Hardware (L),0.5,CT,
CET,X610,Routers (L),0.5,CT,
CET,X610C,Routers (L),0.5,CT,
CET,X615,Advanced Routers (L),0.5,CT,
CET,X620,Network Systems Applications (L),0.5,CT,
CET,X620C,Network Systems Applications (L),0.5,CT,
CET,X625,Advanced Routing (L),0.5,CT,
CET,X625C,Advanced Routing (L),0.5,CT,
CET,X634C,Telecommunications Distribution Systems (L),0.5,CT,
CET,X660,Fundamentals of Computer Network Security (L),0.5,CT,
CET,X660C,Fundamentals of Computer Network Security (L),0.5,CT,
CET,X661C,Secure Virtual Private Networks (VPNs),0.5,CT,
CET,X662,Computer and Network Security (Upper Level),0.5,CT,
CET,X662C,Computer and Network Security (Upper Level),0.5,CT,
CET,X670,Advanced Topics in Routing Protocols (L),0.5,CT,
CET,X675C,IP Telephony (L),0.5,CT,
CET,X682,Cisco Voice Over IP (VOIP) (L),0.5,CT,
CET,X682C,Cisco Voice Over IP (VOIP) (L),0.5,CT,
CET,X685,Managing Cisco Network Security (L),0.5,CT,
CET,X685C,Managing Cisco Network Security (L),0.5,CT,
CET,X688C,System Security Practitioner (SSCP),0.5,CT,
CET,X691,Laws and Legal Aspects of Information Security (L),0.5,CT,
CET,X691C,Laws and Legal Aspects of Information Security (L),0.5,CT,
CET,X792,Windows 2000 Server (L),0.5,CT,
CET,X792C,Windows 2000 Server (L),0.5,CT,
CET,X793,Supporting a Network Infrastructure (L),0.5,CT,
CET,X793C,Supporting a Network Infrastructure (L),0.5,CT,
CET,X794,Active Directory Services (L),0.5,CT,
CET,X794C,Active Directory Services (L),0.5,CT,
CET,X810C,MS Exchange 2000 Server (L),0.5,CT,
CET,X812C,SQL Server System Administrator (L),0.5,CT,
CET,X830C,Information Assurance (L),0.5,CT,
CET,X850,Wireless Networking (L),0.5,CT,
CET,X856,Cisco Switching and Wireless Networking (L),0.5,CT,
CET,X861,Advanced Digital Forensics (U),0.5,CT,
CET,X862,Network Forensics and Incident Response (U),0.5,CT,
CET,X880,Data Forensics (L),0.5,CT,
CET,X880C,Data Forensics (L),0.5,CT,
CET,X881C,Data Forensics II- Advanced (L),0.5,CT,
CET,X883C,Network Security Advanced (L),0.5,CT,
CET,X884,Security Methods and Practice (U),0.5,CT,
CET,X890,Network Security Advanced (L),0.5,CT,
CET,X890C,Network Security Advanced (L),0.5,CT,
CET,X892C,Advanced Cyber Security (L),0.5,CT,
CET,X894,Projects in Cyber Security Capstone Course (L),0.5,CT,
CET,X894C,Projects in Cyber Security Capstone Course (L),0.5,CT,
CET,2182,PC Hardware A+ (Equivalent to CET 2178) (L),0.5,CT,
CGS,X000,Computer Literacy: Business,0.5,CT,
CGS,X061,Introduction to Personal Computing,0.5,CT,
CGS,X061C,Introduction to Personal Computing,0.5,CT,
CGS,X091,"Social, Legal, and Ethical Issues in Information Technology",0.5,CT,
CGS,X091C,"Social, Legal, and Ethical Issues in Information Technology",0.5,CT,
CGS,X100,Applications for Business,0.5,CT,
CGS,X100C,Application for Business,0.5,CT,
CGS,X101,Business Applications,0.5,CT,
CGS,X103,Business Computer Management Application,0.5,CT,
CGS,X108,Advanced Computer Application- UGR,0.5,CT,
CGS,X108C,Advanced Computer Application- UGR,0.5,CT,
CGS,X135,Introduction to Computer Forensics (L),0.5,CT,
CGS,X135C,Introduction to Computer Forensics (L),0.5,CT,
CGS,X146,Healthcare Informatics Project Management,0.5,CT,
CGS,X301,Computer-Based Business Management,0.5,CT,
CGS,X304,Managing Information Technology (L),0.5,CT,
CGS,X309,Computer and Information Technology Concepts,0.5,CT,
CGS,X510C,Electronic Spreadsheets,0.5,CT,
CGS,X511,Advanced Spreadsheet Applications,0.5,CT,
CGS,X515,Electronic Spreadsheets- Business Applications,0.5,CT,
CGS,X540,Database Management,0.5,CT,
CGS,X540C,Database Management,0.5,CT,
CGS,X541,Database Systems II,0.5,CT,
CGS,X545,Database- Business Applications,0.5,CT,
CGS,X545C,Database- Business Applications,0.5,CT,
CGS,X550,Introduction to World Wide Web,0.5,CT,
CGS,X560,Introduction to Operating Systems,0.5,CT,
CGS,X560C,Introduction to Operating Systems,0.5,CT,
CGS,X585,Desktop/Internet Publishing,0.5,CT,
CGS,X585C,Desktop/Internet Publishing,0.5,CT,
CGS,X651,Collaborative Technology,0.5,CT,
CGS,X786,Web Development Tools,0.5,CT,
CGS,X786C,Web Development Tools,0.5,CT,
CGS,X811,Disaster Recovery Fundamentals,0.5,CT,
CGS,X811C,Disaster Recovery Fundamentals,0.5,CT,
CGS,X820,Web Authoring- HTML,0.5,CT,
CGS,X820C,Web Authoring- HTML,0.5,CT,
CGS,X821,Website Creation,0.5,CT,
CGS,X822,Website Creation,0.5,CT,
CGS,X822C,Website Creation,0.5,CT,
CGS,X823,Web Design,0.5,CT,
CGS,X827,Advanced Web Page Design,0.5,CT,
CGS,X831,Web Server Technology,0.5,CT,
CGS,X871,Multimedia Applications,0.5,CT,
CGS,X874,Multimedia Systems,0.5,CT,
CGS,X874C,Multimedia Systems,0.5,CT,
CGS,X876,Desktop Audio/Video Design/Animation,0.5,CT,
CGS,X877,Web Animation,0.5,CT,
CHD,X320,Principles of Preschool Curriculum I,0.5,CT,
CIS,X001C,Fundamentals of Information Technology- AS Only,0.5,CT,
CIS,X204,Ethical Hacking (U),0.5,CT,
CIS,X254,Professional Development for IT,0.5,CT,
CIS,X321,System Analysis and Design,0.5,CT,
CIS,X350,Computer Security,0.5,CT,
CIS,X351,Encryption and Cryptography,0.5,CT,
CIS,X352,Ethical Hacking I,0.5,CT,
CIS,X352C,Ethical Hacking I,0.5,CT,
CIS,X353,Security Testing and Auditing,0.5,CT,
CIS,X354,Introduction to Network Security,0.5,CT,
CIS,X358,Operating System Security,0.5,CT,
CIS,X358C,Operating System Security,0.5,CT,
CIS,X359,Ethical Hacking II,0.5,CT,
CIS,X359C,Ethical Hacking II,0.5,CT,
CIS,X360,Introduction to Computer Security,0.5,CT,
CIS,X381,Computer Forensics and Incident Response,0.5,CT,
CIS,X381C,Computer Forensics and Incident Response,0.5,CT,
CIS,X391C,Computer Forensics,0.5,CT,
CIS,X392C,Windows Forensics,0.5,CT,
CIS,X513,Software Project Management,0.5,CT,
CIS,X513C,Software Project Management,0.5,CT,
CIS,X530,Introduction to Cyber Security,0.5,CT,
CIS,X619,Designing Secure Software (L),0.5,CT,
CIS,X943,Internships/Practicums/Clinical Practice,0.5,CT,
CIS,X948,Internships/Practicums/Clinical Practice,0.5,CT,
CJC,X000,Introduction to Corrections,0.5,CT,
CJE,X000,Intro to Law Enforcement,0.5,CT,
CJE,X112,Police Administration,0.5,CT,
CJE,X400,Community Relations,0.5,CT,
CJE,X600,Criminal Investigations & Police Procedures,0.5,CT,
CJE,X640,Criminalistics,0.5,CT,
CJE,X640C,Criminalistics,0.5,CT,
CJE,X669,Identity Theft Investigations,0.5,CT,
CJE,X680,Introduction to Computer Related Crime Investigations,0.5,CT,
CJE,X681,Internet as an Investigation Tool,0.5,CT,
CJE,X682,"Tracking and Profiling Hackers, Pedophiles, Internet Stalkers",0.5,CT,
CJE,X684,Internet Fraud Investigations,0.5,CT,
CJE,X685,Legal Aspects of Computer Related Criminal Investigations,0.5,CT,
CJE,X686,Forensic Computer Related Crime Investigations,0.5,CT,
CJE,X687,Computer Software Piracy and Copyright Infringement,0.5,CT,
CJK,0087,Traffic Stops (30 hours),0.5,CT,
CJK,0088,Traffic Crash Investigations (32 hours),0.5,CT,
CJK,0120,Police Service Aide-CJO OCP A (450 hours),3,CT,
CJK,0520C,Public Safety Telecommunications I,1,CT,
CJK,0551C,Public Safety Telecommunications II,0.5,CT,
CJL,X062,Introduction to Constitutional Law,0.5,CT,
CJL,X100,Criminal Law,0.5,CT,
CJL,X102,Criminal Evidence and Procedure,0.5,CT,
CJL,X130,Criminal Procedures,0.5,CT,
CNT,X000,Networking Essentials,0.5,CT,
CNT,X015,Operating Systems Foundations,0.5,CT,
CNT,X102,Networking,0.5,CT,
CNT,X210,WAN Fundamentals,0.5,CT,
CNT,X401,Network Security,0.5,CT,
CNT,X401C,Network Security,0.5,CT,
CNT,X404,Intrusion Detection and Auditing,0.5,CT,
CNT,X510,Wireless Security,0.5,CT,
CNT,X940,Internships/Practicums/Clinical Practice,0.5,CT,
COP,X000,Computer Programming I,0.5,CT,
COP,X000C,Computer Programming I,0.5,CT,
COP,X071,Access Programming and SQL,0.5,CT,
COP,X071C,Access Programming and SQL,0.5,CT,
COP,X170,Basic Programming I,0.5,CT,
COP,X170C,Basic Programming I,0.5,CT,
COP,X220,C Programming,0.5,CT,
COP,X220C,C Programming,0.5,CT,
COP,X221,C Programming Language,0.5,CT,
COP,X221C,C Programming Language,0.5,CT,
COP,X222,“C” Programming,0.5,CT,
COP,X250,Java Programming I,0.5,CT,
COP,X250C,Java Programming I,0.5,CT,
COP,X251,Java Programming II,0.5,CT,
COP,X251C,Java Programming II,0.5,CT,
COP,X258,Problem Solving with Object-Oriented Programming,0.5,CT,
COP,X334,OOP in C++ I,0.5,CT,
COP,X334C,OOP in C++ I,0.5,CT,
COP,X341C,Unix I,0.5,CT,
COP,X360,C# Programming,0.5,CT,
COP,X360C,C# Programming,0.5,CT,
COP,X362,Advanced C# Programming,0.5,CT,
COP,X362C,Advanced C# Programming,0.5,CT,
COP,X660,Programming for Mobile Devices; Android,0.5,CT,
COP,X660C,Programming for Mobile Devices; Android,0.5,CT,
COP,X703,Database Concepts,0.5,CT,
COP,X800,Java Programming,0.5,CT,
COP,X800C,Java Programming,0.5,CT,
COP,X801,JavaScript,0.5,CT,
COP,X801C,JavaScript,0.5,CT,
COP,X803,JavaScript Fundamentals,0.5,CT,
COP,X805,Advanced Java Programming,0.5,CT,
COP,X812,Introduction to XML Authoring,0.5,CT,
COP,X812C,Introduction to XML Authoring,0.5,CT,
